Date,Time,Location,Operator,Flight #,Route,Type,Registration,cn/In,Aboard,Fatalities,Ground,Summary
08/13/1989,21:25,"Janice, Mississippi",Private,,"Hattiesburg, MS - Gulfport, MS",Cessna 177RG,N1976Q,177RG-0376,2,2,0,"The aircraft was flying from Hattiesburg to Gulfport. The non-instrument rated pilot lost control of the aircraft after encountering instrument meteorological conditions resulting in the airplane spiraling into the ground in a wooded area.  U.S. Representative from Mississippi, Larkin Smith, 45, was killed."
08/15/1989,,,China Eastern Airlines,,Shanghai - Hongqiao,Antonov AN-24RV,B-3417,37309006,40,34,0,Lost power and crashed into a river shortly after taking off from Shanghai.
08/21/1989,12:50,"Gold Beach, Oregon",Air Taxi,,"Medford, OR - Medford, OR",Beechcraft C90,N25ST,LJ507,3,3,0,"The aircraft emerged out of a fog bank while attempting to land, banked to the left and crashed. The pilot's failure to initiate a go-around after emerging from a fog bank on a short final which resulted in inadequate airspeed and a stall. Contributing to the accident was the pilot's poor judgement in attempting the VFR approach in IMC conditions."
08/25/1989,07:45,"Near Gilgit, Pakistan",Pakistan International Airlines,,Gilgit - Islamabad - Chaklala,Fokker F-27 Friendship 200,AP-BBF,10207,54,54,0,Crashed into Himalaya Mountains en route from Gilgit to Islamabad.
08/28/1989,00:45,"Lynchburg, Virginia",Bay Land Aviation,,"Salisbury, MD - Lynchburg, VA",Piper PA-31-350 Navajo,N234J,317952021,5,5,0,Crashed into trees left of the runway after attempting two VFR and an IFR approach in fog. Failure to maintain clearance from obstructions because of improper IFR operation.
09/03/1989,19:00,"Near Havana, Cuba",Cubana de Aviacion,,"Havana - Köln, Bonn",Ilyushin IL-62M,CU-T1281,3850453,126,126,45,The aircraft crashed into navigational towers and residential houses shortly after takeoff in heavy rain and high winds. Decision to fly after an abrupt deterioration in weather conditions.
09/03/1989,20:45,"Near Sao Jose do Xingu, Brazil",Varig,254,Maraba - Belem,Boeing B-737-241,PP-VMK,21006,54,13,0,"The aircraft ran out of fuel due to a navigation error and crashed into the jungle. The crew entered a heading of 027 degrees instead of 270 into the flight computer.  Although the flight from Maraba to Belem was supposed to last 45 minutes, after two hours, the captain still thought he was flying in the right direction. The course was finally corrected but the plane ran out of fuel and crashed into the jungle."
09/08/1989,16:36,"Skagerrak, Denmark",Partnair,394,Oslo - Hamburg,Convair CV-580,LN-PAA,056,55,55,0,The aircraft crashed into the sea after an in-flight breakup. Severe vibration caused by worn bolts causing the rudder to jam and the tail to collapse. Bolts used to attach the fin to the fuselage were found to be counterfeit and wore much faster that genuine bolts.
09/15/1989,,"Near Bentuni, Indonesia",Merpati Nusantara Airlines,,Manokwari - Bentuni,de Havilland Canada DHC-6 Twin Otter 300,PK-NUE,345,22,22,0,Crashed while making an approach.
09/15/1989,21:10,"Mayfield, Kentucky",Wehite Cap Aviation,,"Orlando, FL - Mayfield, KY",Beech King Air B100,N887PE,B-049,6,6,0,"Crashed into trees while attempting to land at night, in fog. Improper IFR procedures and failure to maintain minimum descent altitude."
09/19/1989,14:00,"Near Bilma, Niger",Union des Transportes Aeriens,772,N'Djamena - Paris,McDonnell Douglas DC-10-30,N54629,46852/125,171,171,0,"While climbing through FL 350 ft., 46 minutes after takeoff, a bomb exploded in a container in location 13-R in the forward cargo hold. The aircraft disintegrated and crashed into the desert. A Congolese man, who boarded at Brazzaville and disembarked at Ndjamera was believed to have brought the bomb aboard."
09/20/1989,,"Fairbanks, Alaska",Boeing KC-135E,,,Military - U.S. Air Force,57-1481,17552/161,7,2,0,An explosion occurred in an overheated fuel pump while shuting down the engines.
09/20/1989,23:21,"La Guardia Airport, New York, New York",USAir,5050,"New York City - Charlotte, NC",Boeing B-737-401,N416US,23884/1643,63,2,0,"During an aborted takeoff,  the aircraft overran the runway, hit a wooden approach lighting pier and came to rest partially submerged in shallow water in Bowery Bay. The failure of the captain to exercise his authority in a timely manner to reject or continue the troubled takeoff which was initiated by a mistrimmed rudder."
09/21/1989,,,Military - Afghan Republican Air Force,,,Mil Mi-8 (helicopter),,,26,26,0,
09/21/1989,,"Near Baghran, Afghanistan",Military - Afghan Republican Air Force,,,Mil Mi-17 ( helicopter),,,24,24,0,
09/23/1989,20:35,"Ujani Dam, India",Vayudoot,,Pune - Hyderabad,Dornier Do-288-201,VT-EJF,8052,11,11,0,Exploded in mid-air and crashed during a thunderstorm and heavy rain.
09/26/1989,08:28,"Terrace,  Canada",Skylink Airlines,,,Swearingen SA.227AC Metro III,C-GSLB,AC-481,7,7,0,"The plane struck trees, losing part of a wing after initiating a go-around."
09/26/1989,,"Nyala, Sudan",Nile Safaris Aviation,,,Cessna 404 Titan II,ST-AIW,,6,6,0,
09/27/1989,09:53,"Grand Canyon National Park Airport, Tusayan, Arizona",Grand Canyon Airlines,Canyon 5,Grand Canyon National Park,de Havilland Canada DHC-6 Twin Otter 300,N75GC,439,21,10,0,"The aircraft bounced and came down on its right wing tip while attempting to land. The controls were damaged and after an attempted go-around and reaching a height of 200 ft., the plane rolled to the left and crashed into trees on a hill. Improper pilot techniques and crew coordination during the landing attempt, bounce and attempted go-around."
09/28/1989,,"Semyonovka ,Ukraine",MAP,,,Antonov An-32,CCCP-48095,1705,9,9,0,Failure of the autopilot caused the plane to enter a spiral descent. Attempts to pull the plane out caused the aircraft to break-up in midair and crash into a swamp.
10/04/1989,,"Perth, Ontario, Canada",Military - U.S. Air Force,,,Boeing KC-135A,56-3592,17341/31,4,4,0,A dry  fuel pump led to the ignition of fuel vapors.
10/06/1989,22:05,"Uncertain, Texas",Winchester Air,,"Uncertain, TX - Destsin, FL",Cessna 208 Caravan I,N208W,208-00115,5,5,0,"The aircraft took off, made a left turn and crashed into trees.  Improper planning and decision by the pilot-in-command and failure of the crew to maintain runway alignment and clearance from the high obstructions beside the runway. Contributing factors included weather conditions, dark night, lack of runway edge lights, lack of visual perception by the pilots and trees beside the runway."
10/10/1989,,"Urpay, Peru",TAUSA,,,Cessna 402C Utililiner,OB-T-1254,402C-0638,12,12,0,Crashed into mountain after takeoff.
10/10/1989,13:39,"Lacey Township, New Jersey",Air Taxi - Paramount Aviation Corp.,,"New York, NY - AtlantiCity, NJ",Agusta A109A MK II,N21FL,7309,5,5,0,"In-flight separation of a main rotor blade due to fatigue failure of the main rotor blade spar, which originated at a manufacturing induced scratch (tool mark) that was the result of inadequate quality control."
10/20/1989,02:32,"Leninakan, Russia",Aeroflot,,Ul'yanovsk - Leninakan,Ilyushin IL-76TD,CCCP-76466,23440153,25,25,0,Descended below minima and struck a mountain. Did not heed GPWS warnings. Incorrectly set altimeter.
10/21/1989,07:53,"Near Tegucigalpa, Honduras",TAN,414,Managua - Tegucigalpa,Boeing B-727-224,N88705,19514/597,146,127,0,The aircraft landed short of the runway in heavy rain and high winds after returning to the airport. The crew did not follow the proper approach procedure.
10/26/1989,18:55,"Hualein, China",China Airlines (Taiwan),204,Hualian - Taibei,Boeing B-737-209,B-180,23795/1319,54,54,0,"The plane hit a 7,000 ft, mountain 10 minutes after taking off. The flight crew used an incorrect departure procedure."
10/27/1989,,"Petropavlovsk, USSR",Military - Soviet Air Force,,,Antonov AN-26,,,36,36,0,Crashed while attempting to land in poor weather.
10/28/1989,18:37,"Halawa Point, Molokai, Hawaii",Aloha Island Air,1712,"Kahului, Maui - Kaunakakai, Molokai",de Havilland DHC-6 Twin Otter 300,N707PV,400,20,20,0,"The aircraft collided with terrain near Halawa Bay, Molokai, Hawaii, while en route on a scheduled passenger flight from the Kahalui Airport, Maui, to Kaunakakai Airport, Molokai. The decision of the captain to continue flight under visual flight rules at night into instrument meteorological conditions, which obscured rising mountainous terrain. The victims included eight members of Molokai High School's volleyball team and staff."
11/09/1989,,"Monrovia, Liberia",Weasua Airtransport,,,Britten-Norman BN-2A Islander,9L-LAV,767,10,2,0,Crashed on a beach following engine failure.
11/10/1989,,"Maluti Mountains, Lesotho",Military - Royal Lesotho Defence Force,,,Casa 212 Aviocar,LDF-46,389,18,18,0,Hit a mountain.
11/14/1989,,"Bardufoss, Norway",Air Express,,,Cessna 551 Citation II,LN-AA,551-0245,4,4,0,The air ambulance crashed into a mountain during an instrument approach.
11/21/1989,17:28,"Near Tyumem, Russia",Aeroflot,,Perm - Sovietsky,Antonov AN-24,CCCP-46335,97305602,42,34,0,Crashed right of the runway during an approach in haze and snow.
11/23/1989,,Albania,Military - People's Army/ Military - Peoples Air Force,,,Mil Mi-4 / Mil Mi-4,,,24,24,0,Two helicopters transporting bus accident victims collided in mid-air.
11/25/1989,07:48,"Seoul, South Korea",Korean Airlines,,Seou - Ulsan,Fokker F-28 Fellowship 4000,HL-7255,11223,52,1,0,"The plane crashed during takeoff after losing the left engine, directional control and overrunning the runway and catching fire."
11/27/1989,07:16,"Bogota, Colombia",AVIANCA,203,Bogota - Cali,Boeing B-727-21,HK-1803,19035/272,107,107,3,The plane burst into flames and crashed shortly after taking off from El Dorado Airport. Detonation of an explosive device placed on the floor on the starboard side of the passenger cabin at seat 15F which ignited fuel vapors in an empty fuel tank. The bomb was placed by members of the drug cartel headed by Pablo Escobar in an attempt to kill presidental candidate Cesare Gaviria. He was not aboard the flight.
11/27/1989,,"Near Jamba, Angola",Tepper Aviation,,Kamina - Jamba,Lockheed L-100-20 Hercules,N9205T,4129,5,5,0,Crashed while landing.
11/28/1989,20:00,"Charallave, Venezuela",Lineas Aéreas Cave,,Canaima - Ciudad Guayana -Charallave,Cessna 402,YV-478C,,7,3,0,"The aircraft was making a night, VOR instrument approach to Runway 28.  Visual meteorological conditions prevailed, except for some parts of the airport which were obscured by low cloud.  Approaching Runway 28, the aircraft was too high to land and the pilot chose instead to enter a right downwind to land on Runway 10.  At approximately 400 feet above ground level on final for Runway 10, the aircraft entered some clouds, the base of which were reported by the tower operator to be at 10 meters.  The aircraft continued its descent, initially striking some trees about 400 feet short of the runway, then shearing off one of the main landing gear on a hillside road about 200 feet prior to the runway.  The aircraft, under full power and nose up, began to climb, but rolled inverted and crashed at the threshold of Runway 10.  The wing fuel tanks were ruptured and the fuselage, trailing fire, slid across the runway and stopped on the parallel taxiway.  A fire ensued and airport fire and rescue crews put out the fire within 10 minutes.  Both pilots and one passenger were killed by impact and the remaining four passengers were taken to the hospital with moderate injuries.  The primary cause of the accident was the pilot's decision to descend without visual reference to the surface.  A contributing factor was the negative affect on crew performance that resulted from not using oxygen at 12,000 feet during the flight from Ciudad Guayana."
11/28/1989,18:25,"Block Island, Rhode Island",New England Airlines,,"Block Island, RI - Westerly, RI",Britten-Norman BN-2A Islander,N127JL,69,8,8,0,Crashed into the sea 4 miles Northwest of the Island. Unknown cause. There was sever turbulence and windshear in the area.
12/01/1989,09:30,"Patuxent, Maryland",Military - U.S. Army,,Fort Belvoir - Patuxent River NAS,CASA 212 Aviocar 200,N296CA,296,5,5,0,The crew inadvertently selected 'Beta Range' on the propellers at 800 feet. The aircraft then stalled and crashed into the river.
12/21/1989,14:00,"Near Guayaramerin, Bolivia",Military - Bolivian Air Force,,Guayaramerin - Santa Cruz,Lockheed C-130A,TAM-62,3187,28,24,0,The passenger flight crashed into a jungle shortly after taking off.
02/05/1990,08:37,"Near Ibague, Colombia",Helicopteros Nacionales de Colombia,,Bogota via Neiva - Ibague,Grumman G-159 Gulfstream I,HK-3315X,024,15,15,0,"Struck Mt. El Saluda at 5,000 ft., near Image, after announcing a go-around with intentions of diverting to their alternate."
12/26/1989,22:30,"Pasco, Washington",United Express,2415,Yakima - Pasco,British Aerospace 3101 Jetstream 31,N410UE,776,6,6,0,"The aircraft was observed sinking fast while attempting to land at Pasco. The aircraft suddenly nosed over and crashed short of the runway. The crew's decision to continue an unstabilized instrument landing system approach that led to a stall, most likely of the horizontal stabilizer, and loss of control at low altitude. Contributing to the accident was the air trafficontroller's improper vectors that positioned the aircraft inside the outer marker while it was still well above the glideslope. Contributing to the stall and loss of control was the accumulation of airframe ice that degraded the aerodynamiperformance of the airplane."
